Quận,Phường,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Phòng Khách,Car room,Số phòng ngủ,WC,Diện tích, Dài ,    Rộng    ,Giá/m2
8,3,3,1,2,1,0,3,4,32,9,35,93.75
8,1,2,1,4,1,1,7,2,66,8,8,184.85
1,14,3,1,4,1,1,4,3,47,20.82,2.26,91.06
5,8,3,4,4,1,0,6,3,45,6,8,82.22
6,5,3,1,5,2,0,6,5,55,11,3.23,120
9,6,3,4,3,1,0,6,3,38,10.8,3.49,105.26
6,6,3,1,5,1,0,6,5,36,26.16,3.11,111.11
5,8,3,4,6,2,0,5,5,53,18.44,3.52,181.13
9,3,3,1,4,1,0,3,3,34,8,3.69,104.41
5,6,3,1,5,1,1,5,5,48,17.97,3.73,93.75
3,6,4,1,5,1,0,4,5,50,36.83,3.97,130
7,19,3,4,4,1,0,3,3,31,8,3.92,58.06
1,5,2,1,5,1,0,4,3,46,7,6,289.13
6,6,3,1,5,1,1,4,3,61,15,3.37,109.84
1,10,3,1,5,2,0,3,5,30,6,3.97,120
7,8,3,4,4,1,0,4,3,36,9,2.9,87.5
4,13,2,4,3,1,1,5,2,60,12,5,80
8,2,3,1,4,1,1,5,2,50,11,3.52,58
5,5,2,1,7,1,0,9,7,50,8,6,176
7,2,3,1,4,1,0,5,3,36,12.84,3.48,85.83
8,11,3,1,5,2,0,4,4,30,10,3.82,103.33
5,7,3,1,5,1,0,4,5,36,22.11,3.84,93.06
9,1,3,1,5,1,0,4,5,41,12,3.63,126.83
8,2,4,1,4,1,1,4,4,75,15,5,124
6,10,2,1,4,1,1,2,2,25,8,31,280
4,7,3,1,6,1,0,4,4,40,6,7,86.25
18,1,3,4,8,2,0,8,7,42,6,7,95.24
9,3,3,4,1,1,0,2,1,37,12.92,3.49,69.73
3,7,2,1,8,2,1,10,6,210,23.33,9,171.43
7,3,3,1,4,1,0,4,4,32,8,44,96.56
3,8,3,1,5,1,0,4,5,50,8.33,6,102
6,10,3,1,1,1,0,3,1,30,10,3.99,95
3,2,1,1,3,1,2,4,3,166,12,13,132.53
6,3,3,4,3,1,0,4,4,50,10,3.9,88
6,5,3,1,5,1,0,3,5,35,9,3.57,117.14
6,3,3,1,2,1,0,3,2,68,11.33,6,88.97
11,12,3,1,3,1,0,2,3,48,10,3.45,68.75
9,2,2,1,4,1,0,3,4,45,10,3.73,86.67
6,13,3,1,3,1,0,3,2,37,8,3.99,156.76
12,8,3,1,2,1,0,2,2,52,14.44,3.51,40.23
7,16,2,1,3,1,0,2,4,35,3.5,10,137.14
8,13,3,4,4,1,0,4,2,35,20.57,3.17,72.86
9,4,3,4,2,1,0,3,4,38,9,3.78,50
10,6,2,1,4,1,0,4,3,50,12,3.86,116
25,1,3,1,3,1,1,4,3,73,15,5,38.36
7,20,3,4,5,2,1,4,5,60,12,5,140
8,11,3,1,5,1,0,4,3,36,12.23,3.74,63.89
12,1,3,1,6,1,0,8,6,60,15,2.46,158.33
11,1,3,1,4,1,1,4,3,46,12,3.26,71.74
10,9,2,1,4,1,0,4,4,88,17.6,5,54.55
3,5,3,1,4,1,0,4,4,68,47.95,2.57,100
10,13,2,1,9,1,1,10,8,60,10.91,5.5,136.67
4,6,3,1,6,1,0,3,6,38,15.2,3.51,110.53
12,10,3,1,5,1,0,3,5,32,8.61,2.52,68.75
3,1,2,1,3,1,1,4,3,121,20.17,6,157.02
8,6,3,1,4,1,0,3,4,37,14.99,3.12,50
9,11,3,1,8,2,0,10,8,66,54,3.24,111.36
10,14,2,1,4,1,0,2,4,33,10,3.97,93.94
10,7,3,1,6,2,0,4,6,40,27.23,2.73,115
5,6,3,1,5,1,0,6,4,44,11,3.08,102.27
10,7,3,1,6,1,0,4,4,40,25.52,3.75,115
28,1,4,1,5,1,0,6,3,45,11.25,3.57,100
11,2,2,4,3,1,1,6,4,190,41.3,3.56,130
4,14,1,4,3,1,1,4,3,120,20,6,77.5
7,19,3,1,5,1,0,4,5,38,10,2.62,81.58
9,5,3,4,6,1,0,4,5,20,7.78,3.74,140
4,3,3,1,3,1,1,2,4,52,18.09,3.98,51.92
9,5,3,1,4,1,0,4,3,44,21.18,3.26,125
9,5,2,1,4,1,0,4,3,40,22.77,2.26,100
4,6,3,1,5,2,0,3,3,30,14.16,3.3,80
7,18,3,4,1,1,0,2,1,20,5,3.98,87.5
5,2,3,1,4,1,0,4,4,32,15.21,3.75,90.63
28,1,3,1,1,1,0,3,1,35,9,2.24,71.43
6,7,3,1,5,1,0,4,3,39,15.04,3.87,102.56
6,8,2,4,2,1,1,2,2,70,9,8,442.86
7,2,3,1,3,1,1,3,3,48,19.16,3.84,197.92
4,6,2,1,5,2,0,3,5,30,15.44,2.32,76.33
6,8,3,4,6,1,1,4,4,54,13,2.68,62.96
1,13,2,4,6,2,1,4,4,48,16.74,3.04,218.75
4,6,3,1,5,1,0,3,4,30,12.33,3.85,76.67
28,14,3,1,4,1,1,4,4,71,14.2,5,97.18
1,9,3,1,2,1,0,2,2,55,15,3.05,69.09
19,8,3,1,2,1,0,2,4,38,10,2.82,34.21
10,15,2,1,4,1,1,4,3,35,11.67,3.72,78.57
18,6,3,1,2,1,0,2,2,48,12,3.59,25.83
9,5,3,1,1,1,0,2,1,25,11.25,3.52,66
7,17,2,1,4,1,0,4,3,60,15,3.7,140
4,6,3,1,5,2,0,3,4,30,19.23,2.26,78.33
9,3,3,1,4,1,0,6,3,38,20.7,3.81,76.32
6,10,3,4,4,1,1,6,3,60,10,6,141.67
5,5,3,4,1,1,0,3,1,50,12,37,104
3,3,1,1,5,1,2,4,4,180,20,9,138.89
18,1,3,4,8,2,0,8,7,43,8,6,93.02
12,9,2,1,5,1,0,4,3,40,7,7,115
1,3,4,2,4,1,1,4,3,100,5,20,109
9,7,3,1,5,1,0,4,4,39,8,3.89,141.03
3,1,2,4,4,1,1,4,4,50,11,2.32,130
25,9,3,1,3,1,0,4,2,74,15,5,19.32
10,13,3,1,5,1,0,4,4,40,9,3.77,70
7,20,3,1,4,1,0,4,4,60,24.88,3.87,140
10,16,3,1,4,1,0,4,4,32,14.07,3.25,50
1,3,3,1,4,1,1,3,4,55,5,11,98.18
8,5,3,1,5,2,0,6,5,40,14.54,3.9,73.75
8,8,3,1,5,1,0,6,4,45,10,3.6,137.78
2,14,2,1,1,1,1,3,1,31,12.64,4,193.55
10,2,2,4,5,2,0,5,3,52,28.18,2.86,50.96
10,2,3,1,5,1,0,2,5,30,16.03,3.54,63.33
4,6,3,1,2,1,0,2,2,38,12,35,38.16
8,7,3,1,5,2,0,4,4,45,19.54,2.38,66.67
6,17,2,1,5,1,1,5,5,80,16,5,268.75
6,12,3,1,5,1,0,3,5,20,17.55,3.36,75
1,10,3,1,5,1,0,4,3,40,10,3.49,197.5
11,6,3,1,2,1,0,2,2,32,9,3.15,46.88
4,10,3,1,3,1,0,4,3,31,11.4,3.83,67.74
10,5,3,1,4,1,0,4,4,45,11,3.85,57.78
8,2,3,1,4,1,0,3,2,24,8,3.42,83.33
8,7,3,1,2,1,0,3,3,31,20.44,2.45,64.52
5,7,3,1,3,1,0,6,4,50,10,3.78,92
8,3,2,1,4,1,0,5,4,40,8,3.94,120
6,11,3,4,6,1,0,4,6,36,31.79,3.49,136.11
17,6,2,1,3,1,1,3,4,43,10,3.67,44.19
9,11,3,1,1,1,0,3,1,34,10,3.28,144.12
11,12,3,1,5,2,1,4,4,72,14.4,5,87.5
28,1,3,1,2,1,0,3,2,32,10,32,62.5
6,2,3,1,4,1,0,4,4,49,45.63,2.26,76.53
6,9,3,1,5,1,1,4,5,71,14,5,135.21
28,1,3,1,2,1,0,3,4,30,10,3.17,66.67
12,5,3,4,1,1,1,3,1,48,12,3.85,103.13
8,5,2,1,4,1,0,4,4,46,34.52,4,78.26
5,5,3,1,5,1,0,3,3,45,8,6,77.78
1,10,3,1,4,1,1,3,3,62,10.33,6,132.26
9,3,2,4,1,1,1,3,1,36,10,3.84,69.44
5,2,2,1,1,1,1,1,1,83,16,5.4,87.95
10,14,2,4,1,1,0,3,1,35,9,3.66,91.43
6,5,3,1,3,1,0,2,2,30,13.86,3.52,120
7,1,2,1,6,1,1,5,4,69,30.09,3.95,156.52
8,3,3,1,5,1,0,4,3,33,13.48,3.75,88.48
5,2,3,1,4,1,0,4,2,30,10.72,3.58,96.67
6,10,3,1,4,1,0,5,4,54,10,5.1,62.96
8,2,2,1,5,1,1,4,3,35,10,3.7,80
11,10,3,1,2,1,1,2,2,88,16,5,34.09
9,5,2,1,2,1,0,3,4,20,10.76,3.9,140.5
8,1,3,1,5,1,0,4,4,36,9,3.08,88.89
8,10,2,4,2,1,1,1,3,40,19.29,3.97,47.5
8,1,3,1,5,2,0,4,4,38,19.94,3.76,92.11
7,18,3,4,5,2,0,4,3,40,15.6,3.71,81.25
8,13,3,4,1,1,0,2,1,20,7.48,3.8,62.5
28,14,1,1,4,1,1,6,2,100,20,5,106
8,5,3,4,2,1,0,2,2,16,6.5,3.13,71.88
10,13,2,4,1,1,0,1,1,115,19,6,147.83
5,3,2,1,5,2,0,8,4,70,11.67,6,188.57
3,7,3,4,3,1,1,5,4,73,12,6,116.44
1,7,3,1,4,1,0,3,2,35,12.59,3.93,125.71
9,4,3,1,5,2,0,4,4,33,9,2.78,160.61
4,4,3,1,2,1,0,3,4,31,23.66,3.24,76.77
6,2,3,1,5,1,0,5,4,63,15,5,47.62
6,4,3,1,6,2,0,5,6,64,16,5,39.06
6,6,2,1,5,1,0,6,5,36,9,3.11,143.06
9,3,3,1,4,1,0,4,4,40,20.35,2.76,82.5
6,8,1,1,4,1,1,4,2,100,20,5,102
12,5,2,1,6,1,0,6,4,78,13,6,197.44
6,3,2,1,1,1,1,2,1,58,14,2.69,50
9,6,2,1,4,1,0,4,4,65,33.4,3.48,97.69
5,2,2,1,6,1,1,6,4,70,7,10,342.86
5,2,3,1,5,2,0,3,3,43,11,3.6,111.63
8,13,3,1,1,1,0,2,1,63,21.17,3.53,36.51
11,12,2,1,3,1,1,4,4,68,17,3.63,66.18
5,2,3,1,5,2,0,6,4,46,45.15,3.8,95.65
9,2,3,1,5,1,0,3,4,36,10,3.32,91.67
6,11,3,1,5,1,0,4,3,30,20.49,4,126.67
8,8,3,1,5,2,0,4,3,30,10.17,3.88,88.33
28,6,4,1,3,1,0,2,2,40,13.33,3.93,60.5
9,4,3,1,4,1,0,3,2,38,13.22,3.56,80.26
1,13,3,1,3,1,1,2,4,70,12,3.84,104.29
11,2,2,1,5,1,0,6,5,78,15.6,5,192.31
10,8,2,1,2,1,0,3,4,70,14,5,271.43
6,6,3,1,4,1,1,4,3,53,23.7,2.87,107.55
4,6,3,4,4,1,0,4,3,50,11,2.8,112
4,8,1,4,4,1,2,4,4,89,4.94,18,95.51
7,6,3,1,3,1,1,3,2,46,14,3.86,128.26
4,14,3,4,5,2,0,5,4,69,13.8,5,115.94
9,5,3,1,5,1,0,4,4,32,11,3.95,90.63
10,14,3,1,4,1,0,3,4,37,6,3.53,95.95
5,3,3,1,5,2,0,6,5,45,10,3.3,77.78
10,10,2,1,5,1,0,5,5,56,29.39,3.51,78.21
1,14,2,1,6,2,1,5,6,60,12,5,241.67
7,19,3,1,5,1,0,3,3,32,6,3.19,90.63
1,7,3,1,7,1,0,3,5,40,8,3.89,147.5
3,7,3,1,3,1,0,3,3,50,39.16,3.08,130
8,1,2,1,3,1,0,2,3,54,12,3.91,55.37
1,3,3,1,4,1,1,6,4,46,7.67,6,91.3
8,6,3,1,1,1,0,3,1,31,10,31,53.23
3,2,3,1,4,1,0,3,2,40,18.41,3.33,133.75
8,2,2,1,5,1,0,4,3,70,14,5,102.86
1,6,3,4,3,1,0,4,3,45,6.92,6.5,91.11
1,4,3,4,4,1,1,4,3,55,19.56,3.55,61.82
11,12,3,1,5,2,1,4,4,65,13,5,69.23
5,4,3,1,4,1,0,4,2,52,28.32,3.14,64.42
1,5,3,1,1,1,0,3,1,30,8,3.91,80
8,6,3,1,3,1,0,3,2,31,11,3.86,50
10,5,3,1,5,1,0,3,3,33,7.3,3.65,83.33
11,12,3,1,5,2,0,4,4,33,9,3.9,89.39
1,4,3,1,5,1,1,4,3,55,10.58,5.2,89.07
8,14,3,1,4,1,0,3,4,30,9.75,3.09,76.67
9,10,3,1,5,2,0,4,5,32,11.23,3.5,89.06
6,11,3,1,4,1,0,3,4,20,6,2.82,75
6,16,3,1,3,1,0,2,3,35,8.5,3.56,80
6,21,3,1,4,1,0,4,2,45,12,3.18,80
6,1,3,1,6,2,0,3,6,15,5,3.11,93.33
8,3,3,1,5,1,0,3,4,30,25.26,3.34,103.33
9,3,3,1,3,1,0,3,3,43,4.3,10,69.77
10,16,2,1,1,1,0,1,1,56,14,3.62,35.45
11,1,3,1,3,1,0,4,2,35,8.75,3,85.71
6,8,3,1,5,2,0,6,3,40,11,3.51,90
11,13,2,1,5,2,1,5,5,455,9,5,12.31
10,8,2,4,4,1,1,4,2,83,2.02,41,313.25
1,7,3,1,1,1,1,3,1,66,6,11,65.15
11,12,2,1,5,1,0,6,3,68,17,2.24,66.18
19,9,3,1,3,1,0,3,4,32,9,3.85,47.5
4,6,2,1,3,1,0,4,4,43,11,2.79,84.88
10,6,3,4,2,1,0,3,3,35,26.65,3.01,64.29
5,6,3,1,5,1,0,3,5,35,9,2.45,107.14
11,12,3,1,5,2,0,4,3,72,14.4,5,87.5
1,11,3,1,3,1,0,3,4,60,12,5,51.67
8,13,3,4,1,1,1,2,1,60,15,3.62,39.17
4,6,2,1,5,1,0,6,3,61,12,5,108.2
6,6,3,1,3,1,1,10,2,133,26.6,5,90.23
6,7,3,1,5,2,0,5,4,44,28.19,3.61,163.64
6,6,1,1,5,1,2,6,5,150,18.75,8,220
1,1,3,1,4,1,0,4,2,41,10,3.3,92.68
10,4,2,4,2,1,1,3,4,16,4,3.73,87.5
6,4,3,1,3,1,0,4,4,40,29.6,3.5,60
6,15,3,1,5,2,1,3,4,55,13,2.66,103.64
9,6,3,4,4,1,0,6,3,45,11,3.59,81.11
6,6,3,1,4,1,1,3,3,70,23.53,3.87,104.29
11,13,3,1,5,2,0,4,3,56,14,2.53,121.43
10,14,3,1,5,1,0,5,3,35,18.68,3.15,85.71
8,2,2,1,3,1,1,4,2,150,18,8,52
28,1,2,4,6,2,1,5,4,185,20,5,54.05
7,3,3,1,4,1,0,2,2,22,6,2.32,77.27
1,14,4,1,5,1,1,5,3,70,10,2.57,104.29
6,4,3,1,3,1,0,3,2,25,6.3,2.27,74
6,17,2,1,4,1,1,6,3,70,16,3.87,235.71
7,19,3,1,4,1,0,4,2,53,18.15,2.97,77.36
4,7,3,1,2,1,0,3,4,36,9,2.68,97.22
8,5,3,1,6,1,0,4,6,45,11,3.13,141.11
6,10,2,1,5,1,0,4,4,60,10,6,358.33
5,3,3,1,4,1,0,5,2,41,10,3.44,80.49
10,12,2,1,1,1,1,3,1,35,18.09,2.44,85.71
12,10,3,1,5,1,0,4,3,30,9,3.08,80
9,4,3,1,5,2,0,3,3,43,11,3.7,70.93
12,5,4,1,3,1,1,3,4,50,12,3.52,99
28,1,3,4,6,1,0,6,4,38,11,3.54,65.79
6,10,2,1,5,1,1,6,5,60,12,5,223.33
9,4,3,1,2,1,0,3,4,38,15.91,3.99,80.26
5,6,3,1,5,1,0,6,4,37,26.73,3.86,91.89
5,7,2,4,6,2,1,5,6,60,13,5,166.67
8,9,3,1,5,2,0,4,3,38,17.45,3.34,78.95
8,6,3,4,1,1,0,3,1,31,9,3.31,53.23
7,18,3,4,6,1,0,4,4,39,12,3,71.79
6,9,2,4,6,1,1,6,4,37,13.21,3.64,90.54
9,7,3,4,6,2,0,4,4,45,12,2.86,124.44
8,2,3,1,2,1,0,2,4,34,14.25,2.67,85.29
12,4,3,1,2,1,0,3,2,31,6,5.2,99.35
8,8,2,1,5,1,0,4,5,60,15,3.37,90
4,1,3,4,2,1,0,3,2,42,19.64,2.53,100
6,11,3,1,5,2,0,4,5,57,8,3.67,96.49
9,5,3,1,4,1,0,4,3,41,17.63,3.18,80.49
12,5,3,1,7,2,0,5,5,52,14,2.4,105.77
8,8,2,1,5,1,0,4,4,60,15,2.72,90
10,4,2,1,9,1,1,10,7,55,9.17,6,149.09
6,10,3,1,6,2,1,7,6,79,10.3,7,149.37
9,3,3,1,5,1,0,4,5,43,22.57,2.22,81.4
1,1,3,1,5,1,0,6,3,40,10,3.54,127.5
6,10,2,1,5,1,0,3,4,36,10,3.85,88.89
9,6,3,1,3,1,1,3,2,50,12.5,3.15,75.6
6,2,3,1,5,1,0,4,5,25,10,2.82,118
10,7,4,1,5,1,0,6,3,76,15,5,110.53
4,9,3,4,1,1,0,3,1,30,15.55,3.52,75
7,3,3,1,4,1,0,3,2,30,6,3.57,73.33
4,11,3,1,5,2,0,3,4,32,26.59,3.36,78.13
8,3,3,4,2,1,0,1,3,30,10,2.63,61.67
4,8,3,4,4,1,1,4,3,70,14,5,71.43
9,6,2,1,5,1,0,4,3,70,14,5,135.71
10,6,3,1,5,2,0,4,5,33,16.74,3.86,68.18
11,8,3,4,3,1,0,4,4,80,24,3.54,51.25
18,1,2,1,5,1,1,4,4,71,14.2,5,73.24
6,2,3,1,3,1,0,3,4,18,11.98,3.64,100
12,4,3,1,5,2,0,6,5,38,9.5,3.2,94.74
6,20,3,4,2,1,1,3,3,48,10,4,73.96
8,6,3,4,2,1,0,3,3,41,23.47,3.43,104.88
6,21,3,1,4,1,0,3,3,30,9,3.5,100
6,20,3,4,2,1,0,3,2,48,10,3.35,73.96
9,5,2,1,5,2,1,8,5,40,10,3.89,67.5
10,7,3,1,5,1,0,4,5,31,10,3.93,106.45
10,4,4,1,5,2,0,4,5,50,12,3.78,130
12,2,3,1,5,2,0,2,4,40,13.33,3.14,65
7,8,3,4,4,1,0,5,3,36,7,3.61,68.89
8,6,3,1,5,2,0,3,4,30,6,3.47,81.67
12,3,3,3,1,1,0,1,1,50,12.5,3.33,13
4,7,3,1,4,1,1,3,2,63,10,6,56.35
6,2,3,4,6,1,1,4,6,66,11,6,75.76
9,5,3,1,3,1,0,6,2,43,34.69,3.78,93.02
7,6,2,4,2,1,0,3,3,48,10,3.02,104.17
9,2,2,1,1,1,1,4,1,68,7.5,8.9,191.18
3,1,3,1,6,1,0,5,4,30,10.77,3.55,126.67
6,19,3,1,2,1,0,3,3,36,9,3.09,79.17
9,3,3,1,4,1,0,3,3,48,9.23,5.2,116.67
1,3,3,1,2,1,0,3,2,38,32.49,2.55,86.84
5,2,3,1,4,1,1,3,4,56,14,2.97,160.71
9,11,3,1,4,1,0,5,3,46,12,3.72,71.74
10,14,2,1,5,2,0,4,3,30,28.37,3.08,95
4,12,3,1,5,1,0,3,4,32,6.04,5.3,73.44
6,6,2,4,2,1,0,3,2,46,8,3.84,208.7
9,5,3,1,5,1,0,4,3,40,35.28,3.86,122.5
3,8,3,1,4,1,0,4,2,38,10,3.85,102.63
9,3,3,4,6,2,0,4,5,35,10,2.32,74.29
6,6,3,1,6,2,0,5,5,32,10,3.32,117.19
12,4,3,1,3,1,1,4,3,52,12,2.35,72.12
9,9,3,1,4,1,0,4,3,40,12,3.02,110
1,6,3,1,3,1,1,2,4,55,17,3.57,71.82
5,7,3,1,5,1,0,6,5,40,8,3.6,97.5
7,6,2,1,5,2,1,5,3,80,16,5,97.5
7,6,3,1,4,1,0,3,4,24,5,2.97,89.58
6,17,2,1,4,1,1,5,2,48,12,3.89,93.46
5,2,2,4,4,1,1,5,2,55,11,5,260
4,12,3,1,5,1,0,3,4,30,28.96,2.41,83.33
7,2,3,1,3,1,1,3,4,61,12.2,5,64.75
10,7,3,1,3,1,1,5,4,85,16,2.68,52.94
10,15,2,1,4,1,1,4,4,198,10,20,80.81
10,11,3,1,5,1,0,4,4,32,9,2.67,70.31
10,8,2,1,5,1,1,4,4,51,18.64,3.11,110.78
9,8,3,1,5,2,0,3,3,32,6,2.53,112.5
6,2,3,1,3,1,0,3,4,25,7,3.58,79.2
8,13,3,1,4,1,0,3,3,31,7,3.34,67.74
7,3,2,1,1,1,1,1,1,19,7.64,3.86,50
9,5,3,1,3,1,0,3,3,44,10,3.8,82.95
6,1,3,1,1,1,0,3,1,30,6,3.83,91.67
7,3,3,1,4,1,0,3,3,31,11.71,3.56,88.71
9,3,3,2,2,1,0,2,2,53,22.19,2.74,36.79
5,2,3,4,2,1,0,3,3,32,7.88,3.07,121.56
8,8,2,1,5,2,1,5,3,80,16,5,93.75
1,14,3,1,5,1,0,6,5,58,11.6,5,248.28
7,20,3,1,4,1,0,4,3,35,11,3.17,100
10,4,2,4,3,1,0,4,4,70,10,7,114.29
8,14,3,1,4,1,0,3,2,38,15.1,3.71,102.63
5,8,3,1,4,1,0,4,4,30,7.8,3.79,98.33
9,6,3,1,4,1,0,5,2,35,12.63,3.8,75.71
8,5,3,1,4,1,0,3,4,30,26.91,3.42,148.33
9,3,3,1,4,1,0,4,4,33,11.16,3.53,95.45
9,10,3,1,5,1,0,5,4,40,8,3.6,125
12,10,2,1,5,2,1,6,5,36,9,3.83,138.89
10,6,2,1,5,2,0,4,3,45,11,3.67,151.11
8,2,3,1,5,1,0,4,4,35,10,35,85.71
7,17,3,1,4,1,0,4,4,38,29.95,3.26,85.53
12,5,2,4,2,1,0,2,4,50,10,5,180
5,1,3,1,5,1,0,7,5,36,9,3.87,90.28
4,6,3,4,5,2,1,4,5,49,13,3.43,91.84
6,20,3,1,3,1,0,2,3,22,8,2.38,72.73
6,2,3,1,5,1,1,6,5,66,9.8,7,80.3
4,1,2,1,4,1,1,4,3,47,8,6,121.28
6,13,3,1,4,1,0,3,4,33,8,3.48,81.21
9,4,3,1,7,1,0,5,7,60,12,5,175
8,4,1,1,4,1,1,4,2,200,20,10,115
6,17,3,4,3,1,0,6,4,40,14.62,3.91,165
1,7,3,1,2,1,0,2,3,29,9,2.52,63.79
6,4,3,1,4,1,0,3,2,36,9,3.48,90.28
8,5,3,1,5,2,1,3,4,60,26.78,3.16,90
10,9,4,1,6,2,0,5,4,50,10,3.64,110
19,12,4,2,4,1,0,4,2,90,15,6,44.44
6,10,3,1,1,1,0,3,1,30,10,3.67,100
6,18,3,1,4,1,0,4,3,36,9,3.64,90.28
9,3,3,1,4,1,0,4,3,32,8,3.55,107.81
5,1,3,4,2,1,1,3,4,46,10,3.93,95.65
6,17,3,4,6,1,0,4,6,28,10.58,2.52,117.86
19,6,3,1,3,1,0,3,4,32,8,3.78,41.56
3,1,3,4,6,1,0,4,6,35,10,3.52,90
3,6,3,1,4,1,0,3,4,23,11.91,3.12,139.13
6,6,3,1,4,1,1,4,4,75,15,5,114.67
11,6,3,1,4,1,0,4,4,36,10,2.99,65.28
10,14,3,1,1,1,0,3,1,45,11,3.88,71.11
10,6,3,1,4,1,0,3,4,32,11,3.87,75
9,5,3,1,5,1,0,3,5,34,26.22,3.87,98.53
9,9,2,4,3,1,0,6,4,40,11,3.97,137.5
5,1,3,1,5,2,0,6,4,50,11,3.61,88
3,6,2,4,1,1,1,2,1,15,10.45,3.78,80
9,6,3,4,5,2,0,4,5,43,27.74,3.88,86.05
9,6,3,4,4,1,0,4,4,40,24.14,3.97,82.5
9,3,2,1,8,2,1,10,7,98,19.6,5,139.8
19,12,3,1,4,1,0,4,4,37,11,3.78,59.46
8,3,4,4,6,1,0,4,5,55,14,3.61,141.82
6,6,3,4,6,2,0,4,6,42,14.82,3.52,109.52
3,6,2,1,3,1,0,2,2,60,12,5,133.33
1,3,3,4,4,1,0,4,2,28,7.5,3.94,89.29
9,6,3,4,2,1,0,3,2,43,14,3.78,69.77
7,6,3,1,4,1,0,2,4,22,9.77,3.84,90.91
6,8,3,4,1,1,0,3,1,37,25.42,3.37,113.51
6,10,3,4,1,1,0,3,1,27,7,3.68,111.11
6,10,3,4,1,1,0,3,1,27,7,3.32,111.11
5,7,3,4,4,1,0,4,2,37,10,2.83,108.11
9,6,3,1,4,1,0,3,2,32,8,3.36,115.63
10,11,2,4,2,1,0,1,3,75,20,3.86,37.33
6,8,3,4,2,1,0,3,2,40,13.35,3.53,97.5
5,7,2,1,5,2,1,6,5,60,12,5,166.67
6,8,3,1,2,1,0,3,2,35,8,3.77,85.71
8,11,2,1,4,1,1,4,2,45,34.72,2.92,110
5,7,3,4,6,1,0,4,4,37,10,3.86,108.11
6,18,3,1,3,1,0,3,3,32,6,3.53,71.88
1,1,3,1,4,1,0,3,2,32,8,3.54,134.38
10,10,3,4,6,2,0,4,4,33,19.21,3.5,54.55
8,4,3,1,4,1,1,4,2,94,11.75,8,90.43
5,4,3,1,5,2,0,6,5,42,16.13,3.92,111.9
5,8,3,1,5,2,0,3,4,35,27.27,3.65,100
8,11,3,1,5,1,0,4,3,45,11,3.57,111.11
12,7,3,1,4,1,0,3,4,32,8,3.75,71.88
10,16,3,1,4,1,0,3,3,31,8.5,3.22,49.03
12,4,3,1,4,1,0,4,3,50,8,6,83
10,13,2,1,5,1,0,4,5,50,10,3.05,117
5,8,3,4,8,1,0,7,6,34,5,6,108.82
8,7,3,1,4,1,0,4,2,36,31.36,3.5,79.17
5,8,3,4,5,2,1,5,3,65,3.82,17,218.46
8,10,3,1,2,1,0,3,3,32,13.39,3.59,78.13
7,9,3,1,6,2,0,4,5,31,8,2.62,100
3,7,3,1,5,1,0,5,4,53,33.23,3.86,98.11
4,1,2,1,3,1,1,4,2,160,22.86,7,115.63
3,6,3,1,4,1,0,4,4,33,6.5,3.92,95.45
6,9,3,4,3,1,0,4,3,38,32.06,2.24,96.05
6,18,3,1,5,1,0,3,3,30,10,3.76,85
6,14,3,1,5,1,0,3,3,27,11.44,3.2,101.85
3,2,2,1,7,1,0,7,5,86,69,3.7,406.98
10,7,3,1,5,2,1,4,3,47,29.95,3.6,62.77
8,4,3,1,1,1,0,3,1,35,9,3.6,80
8,11,3,1,4,1,0,4,3,45,6,3.9,110
10,15,2,4,4,1,0,5,2,35,13.93,3.57,132.86
9,6,3,1,5,2,0,3,4,35,24.85,2.79,100
1,1,3,1,4,1,0,4,3,27,11,3.89,96.3
12,9,3,4,6,1,0,4,6,44,11,3.54,82.95
8,2,3,1,2,1,0,1,4,42,13,3.77,65.48
1,10,2,1,3,1,1,2,2,33,3.6,9,89.39
10,14,3,1,1,1,0,3,1,35,10,3.05,55.71
6,8,2,4,1,1,0,3,1,70,9,8,442.86
6,6,3,1,5,1,0,3,4,28,7,3.57,107.14
1,7,3,1,4,1,0,4,2,38,24.8,2.19,77.63
9,8,3,1,5,1,0,5,5,45,13,3.69,62.22
6,4,3,1,4,1,0,3,2,28,8,3.84,85.71
5,1,2,1,2,1,1,2,2,60,15,3.52,200
8,3,3,4,1,1,0,3,1,40,12,3.54,132.5
6,4,3,1,4,1,0,3,2,28,8,3.94,87.5
6,8,3,1,1,1,0,3,1,36,16.18,3.32,88.89
6,16,3,1,3,1,1,6,2,80,14,3.99,98.75
3,1,3,4,5,1,0,4,3,30,7,3.1,83.33
7,6,3,4,2,1,0,3,2,22,4.5,3.55,90.91
8,6,3,1,5,2,0,5,3,35,14.33,3.7,71.43
1,6,3,4,2,1,0,3,2,30,7.5,3.11,136.67
3,6,3,1,5,2,0,3,4,30,12.73,3.78,106.67
4,7,3,1,3,1,0,5,3,50,8.9,6.5,128
10,6,4,4,4,1,0,5,2,79,9.88,8,141.77
4,9,3,1,4,1,0,4,2,52,9.8,6.5,111.54
7,10,3,4,5,1,0,6,5,40,12.5,2.93,87.5
12,4,3,1,1,1,0,3,1,40,12,2.35,87.5
8,13,3,1,4,1,0,4,2,35,22.12,3.36,60
12,3,3,1,6,2,1,10,6,67,13.4,5,70.9
6,3,3,4,6,2,0,4,6,45,21.4,2.92,118.89
1,1,3,1,5,2,0,4,4,35,28.19,3.63,90
